id,name,comment
3710122000,パーフェクト?サンタスーツ,聖夜の新たな輝きとなるべく、天星剣王がこだわって誂えたサンタ風スーツ。口元を飾るよく手入れされた髭や厳選に厳選を重ねた大量のプレゼントは、彼のどんなことにも妥協しない姿勢を表しているようだ。
3710123000,彩艶天縁振袖,澄み渡る夜空の意匠を施した、大人びた艶やかさを際立たせる振袖。職人の手による藍紫の絶妙な色合いは凛とした品を漂わせ、紅白に彩られた矢に新たな縁を願う。
3710124000,雪解桃振袖,真冬の風は厳しくても、彼女は元気に走り回る。まだ着物には少し慣れていないものの、その袖はまるで花弁のように軽やかにはためくのだった。
3710125000,荘煌華麗装,黄金に輝く荘厳華美な鎧。その輝きは旧き時代を浄め、新たな世の行く先を眩く照らす。
3710126000,胡蝶双舞装,過去のしがらみから解き放たれた剣豪は、更なる高みを目指して階を駆けあがる。自分を愛する者達と共に──<br><br><div class='txt-small'><span class='txt-yellow'>このスキンを設定すると、アビリティ発動時の<br>演出を変更することができます</span></div>
3710127000,老當益壮,拳の道に生きた漢は自己を見つめ直し、己の笑顔だけでなく他者の笑顔をも願うようになった。笑顔の連鎖を己の使命とした老境の漢は、老いては當に益々壮んなるべし。
3710128000,払暁に冥刃閃く,深更に彷徨う男は荒涼の気に痛みも忘れ、竟を求めて刃を振るう。朽ちかけた胸は、不意に灯った篝火と、集いし者達の手に触れられて再び脈打つ。その身を闇と灯の狭間に置いて無我に血霧を払ううち、薄らいだ空の青褐が男に払暁を兆した。
3710129000,在りし少女の幻,家族と過ごした穏やかな記憶はいつまでも暖かく、少女の側にあり続ける。在りし日々の思い出は、前へと進み続けるその背を優しく押し、道に惑った時には、少女を導く標となる。
3710130000,ウェールズ軍最高指揮官式典用礼装,式典用の軍服。国が大きな区切りを迎えるにあたり、祝い事などの式典が増えるであろうとの予想から新調された。アグロヴァルの体格と寸分違わず仕立てられており、彼以外にこれを着られる者はいない。そのシャープなシルエットは、「我が他にこの国の君主無し」という彼の覚悟を暗に語っている。最初のお披露目は、彼の国を救った騎空士を称える授章式だった。
3710131000,璀璨流光,克拉莉丝为舞会专门定制的礼服。相较豪奢与成熟而言更倾向于追求可爱与华丽的款式，汇聚了克拉莉丝对可爱的全部理解。此外靴子和缎带的设计也处处体现着克拉莉丝的考究，与礼服的配合更使魅力倍增。
3710132000,モニカモナCAR,異世界のモニカが羞恥に耐え切れず、暴走した姿。その車体はモナカで構成されており、走艇に並ぶほどの極めて高い走力を持つ。半面、モナカの車体故に雨や水にぬれるとふやけて溶けるという欠点を持つ。モニカの意識は完全に喪失しており、ただただ、羞恥心から逃れるように暴走を続ける。
3710133000,やんちゃ怪獣,ナルメアの夢の中で生まれた、やんちゃ盛りの怪獣。理性の箍が外れ解放されたやんちゃっぷりは容易には手がつけられない。沈静化させるには高位のお姉ちゃん力が求められる。
3710134000,ロボミ改(砂漠戦仕様),吹き荒ぶ風に砂色のマントをなびかせ、鋼の戦士は砂漠を走る。あらゆる悪を貫き、決して砕けぬ正義を秘めて。局地戦仕様、破れたマント、巨大なドリルと、機械技師のロマンが詰まった機体である。
3710135000,ジョイフルパーティードレス,フィーナがパーティー用に準備したとっておきのドレス。ティナ?ミニゴブと共に誂えた衣装は、パーティーの主役を名乗るのに十分すぎる程華やかだ。
3710136000,司掌调停的群青使徒,不知从何时开始，依靠在朋友身边，把自己的背后交给他，已成为司掌调停的少女心中“理所当然的世界”。少女透过肌肤感受到这个“世界”的温柔，为了守护世界，她选择直面不断出现的威胁。
3710137000,雨読の衣,読書に集中できるよう、アルタイルがこだわって誂えた室内着。すれ違うと、彼が愛飲する緑茶の香りがふんわりと漂う。
3710138000,至高の一杯,喫茶室の営業中に着用している制服。店に訪れる全ての客に、至高の一杯を届けたいという決意とともに着替えている。
3710139000,DOSSSSサポートメンバー　シロイドス,救世主現る！　アオイドス登場によってアウギュステフェスが滅ぼされかけたその時、澄みわたる青空のような歌声が響いた！　クリアな声をヘヴィな演奏に乗せて歌う少女、その名は「シロイドス」！　小柄で可憐な少女が繰り出す超パワフルなハートフル清廉ボイスは聴衆の心を鷲掴みにした！　これはGIGでも黒GIGでもない、全く新しい「シロGIG」だ！　純真に世界を救うシロイドス、その歌声は全GIGファン必聴！
3710140000,シーサイド?ライオネス,夏を目いっぱい楽しむため、よろず屋で自ら選んだ水着。レオナの身体能力を存分に発揮できるよう機能性に優れており、普段より格段に動きやすく、お気に入りとのこと。
3710143000,鼠鼠泳装,不敢与店员对话的阴郁少女决定不去商店，而是亲手制作自己的泳衣。通过制作伪耳而锻炼出的技术，一件可爱华美的衣装被创造了出来。距离梦想中的开朗形象，也许又勉强地靠近了一步。
3710141000,在水边微笑的浓艳恋人,尼娅和Death商量后选择的泳装。像是为表达尼娅希望被重要的人注意到……渴望得到爱的愿望，和尼娅平时的衣服不同使用了更大胆的款式。顺便一提有很多男人向穿着这件泳装的尼娅搭讪，不过全部都被尼娅和Death处理掉了。
3710142000,教皇の漫歩日和,粋で鯔背なユカタヴィラを身に纏い、教皇は花鳥風月を愛でる。そんな彼に同伴するは、相反するようで有無相通ずる太陽。つかず離れず、適度な距離を保ちながらも、ふたりは運命を共にする。
3710150000,路地裏の王女,国を想う聖王女は真実を暴くため虚構の少年に姿を変える。質素な服を身に纏おうとも、瞳に宿る王女の意志は決して錆びぬ白金のように凛と光る。
3710151000,无双骑士,凭那独自击退了强国军队的雄姿，高文坐上了骑士团长的宝座。只要有他那如烈风般的闪光刃，达尔摩就绝对不会灭亡。
3710152000,糖果猎手,为了庆祝万圣节，男孩变装打扮。天真地吃着糖果的样子看起来跟随处可见的孩子没有区别——除了在他背后狂笑着的头身颠倒的朋友。
3710194000,在边狱唱着叹息之歌的恋人,与死亡同在的少女穿着礼裙，高声歌唱。歌声中所寄托的是想要被爱着、想要被认同的愿望。那是少女的愿望，也是与之同在的死亡的愿望……然而那个愿望没有回响……没有传达地消逝在了远方。少女演奏着叹息之歌。相信在直到愿望实现的那一天……相信总有一天，会出现一个能够爱着自己……认同自己的人，能够从这种孤独中拯救自己。。
