id,jp,en,trans
coopraid_57,解散,Yes,
coopraid_58,解散完了,Room,
coopraid_59,ルームを解散しました。,You closed this room.,
coopraid_6,確認,Room,
coopraid_60,退室確認,Room,
coopraid_61,ルームから退室しますか？,Leave this room?,
coopraid_62,退室,Yes,
coopraid_63,退室完了,Room,
coopraid_64,ルームから退室しました。,You left this room.,
coopraid_65,ルームメンバー全員が<br>準備OKを宣言しているため、<br>%sできません。,You can't %s. All players are ready to start.,
coopraid_66,チャット(スタンプ),Stickers,
coopraid_67,コメントを入力してください。,Type a message.,
coopraid_68,%s文字以内で入力してください。,Type a message of up to %s characters.,
coopraid_69,チャット,Chat,
coopraid_7,オーナーにより解散が実行された、<br>または、ルームの制限時間を超過しました。,The room leader closed the room<br>or the room's time limit was exceeded.,
coopraid_70,削除確認,Message Board,
coopraid_71,削除完了,Message Board,
coopraid_72,削除しました。,Message was deleted.,
coopraid_73,削除失敗,Message Board,
coopraid_74,削除できませんでした。,Message can't be deleted.,
coopraid_75,交換確認,Trade Treasure,
coopraid_76,交換する,Trade,
coopraid_77,交換エラー,Trade Treasure,
coopraid_78,交換できませんでした。,Technical issues are occurring. Treasure couldn't be traded.,
coopraid_79,%s個入手しました。,You got %s.,
coopraid_8,オーナーの要請により<br>ルームから退室しました。,You were removed from the room.,
coopraid_80,本日の交換個数制限　残り%s個,Only %s more available today.,
coopraid_81,残り%s個,%s more.,
coopraid_82,（所持数　%s）,(Held: %s),
coopraid_83,アイテム詳細,Item Details,
coopraid_84,ルーム情報確認,Room Details,
coopraid_85,誰でもOK,Anyone,
coopraid_86,フレンド限定,Friends Only,
coopraid_87,騎空団員限定,Crew Members Only,
coopraid_88,パンデモニウム,Pandemonium,
coopraid_89,ドロップ狙い,Item Hunting,
coopraid_9,%s<br>%s が解放されました！,%s<br>%s is unlocked!,
coopraid_90,デイリーミッション,Daily Mission,
coopraid_91,設定なし,None,
coopraid_92,[グラブル]共闘クエスト参加者募集！\nルームID：%s\n募集対象・目的：%s\n%s\n%s,I need people to fight with me in co-op quests! The room code is %s and the room type is %s. %s,
coopraid_93,パソコンからのご利用について,Play on a Computer,
coopraid_94,Twitter投稿,Post to Twitter,
coopraid_95,Twitter連携,Link Twitter Account,
coopraid_96,Twitterに投稿しました。,The tweet was posted to Twitter.,
coopraid_97,送信完了,Post to Twitter,
coopraid_98,Twitterに投稿することでAP・BPが回復します。,Post to Twitter to recover AP and EP.,
coopraid_99,投稿によるAP・BPの回復は、1日1回までとなります。<br>回数制限は毎朝AM5:00にリセットされます。,You can post to Twitter to restore AP and EP<br>once daily from 5 a.m. (JST).,
coopraid_index_pop_1,ルーム作成,Create a Room,创建房间
coopraid_pop_title_1,CAUTION!,Quest,
coopraid_pop_treasureraid_1,残り%s回挑戦できます。,This quest can be played %s more time.,
coopraid_pop_treasureraid_2,%sへの挑戦,%s,
coopraid_pop_treasureraid_3,マルチバトル撤退,Raid Battle,
coopraid_pop_treasureraid_4,マルチバトルから撤退しました。,You retreated from the raid battle.,
coopraid_search_room_1,絞り込んで表示する,Filter Room Posts,
coupon_mcdonalds_title,キャンペーンについて,キャンペーンについて,
datail_pushed_npc_1,推しキャラ設定,Star Character Settings,
datail_pushed_npc_2,推しキャラ入れ替え,Change,
datail_pushed_npc_3,推しキャラ設定の解除・入れ替えが<br>現在制限されています。<br>%sまで<br>解除・入れ替えをすることができません。,You can't star or unstar characters until %s.,
datail_pushed_npc_4,推しキャラの設定を解除しました。,Character has been unstarred.,
datail_pushed_npc_5,推しキャラ,Star Character,
datail_pushed_npc_6,推しキャラ選択,Star Character,
datail_pushed_npc_7,プロフィールに戻る,Profile,
datail_to_npc_zenith_1,能力強化,Use Points,
deal_1,,"%s1 scored <span class=""user-score"">%s2</span>.",
deal_10,,Item Details,
deal_11,,New Loot,
deal_12,,Got Loot,
deal_13,,Discard,
deal_14,,Weapons,
deal_15,,Share Chest,
deal_16,,Are you sure you want to discard this weapon?,
deal_17,,Share Chest,
deal_18,,Share Chests,
deal_19,,Share Chests,
deal_2,,The share chest item has already been awarded.,
deal_20,,Expired share chest battles have been removed from this list.,
deal_3,,You've already picked a share chest.,
deal_4,,Charge Attack:,
deal_5,,Skill,
deal_6,,Call,
deal_7,,Aura,
deal_8,,Pick a Chest,
deal_9,,You earned a share chest item!,
deal_rock_popup,未完了のディールまたは<br>ディール対象バトルが5件あるため<br>このバトルを開始することが出来ません。,,
deal_rock_popup_1,CAUTION!,Unable to Proceed,
deal_rock_popup_2,未完了のディールまたは<br>ディール対象バトルが5件あるため<br>このバトルを開始することができません。,You can't start this battle. There are five unopened share chests or pending battles with share chests.,
detail_1,強化する,Upgrade,
detail_10,ボーナスリセット完了,Bonuses,
detail_11,エレメント化,Reduce,
detail_12,アイテム詳細,Item Details,
detail_13,武器,weapon,武器
detail_14,召喚石,summon,召唤石
detail_15,エレメント化確認,Reduce,
detail_16,エレメント化結果,Reduce,
detail_17,アイテム獲得,Items,
detail_18,リスト,Inventory,
detail_19,リストに戻る,Inventory,
detail_2,上限解放する,Uncap,
detail_20,売却確認,Sell,
detail_21,売却,Sell,
detail_22,売却結果,Sell,
detail_23,移動先倉庫選択,Stash,
detail_24,選択した倉庫内がいっぱいのため<br>移動できません。,The stash you selected is full. Select another one.,
detail_25,移動完了,Stash,
detail_26,武器強化に戻る,Weapons Upgrade,
detail_27,武器製作に戻る,Weapons Upgrade,
detail_28,特殊武器,Weapon Series,
detail_29,編成,Party,编成
detail_3,保護設定,Favorite,
detail_30,召喚石一覧に戻る,Summons,
detail_31,キャンセル,Cancel,
detail_32,装備する,Select,
detail_33,メイン召喚石には除外中の<br>召喚石を設定することができません。<br><br>除外設定を解除して装備しました。,A summon can't be equipped as<br>a main summon while it is excluded<br>from auto select. It is now included.,
detail_34,武器詳細,Weapons,
detail_35,召喚石詳細,Summons,
detail_36,キャラ詳細,Details,
detail_37,プロフィールに戻る,Profile,
detail_38,アイテム獲得,Items,
detail_39,武器強化,Weapons Upgrade,
detail_4,%s<br>保護しました。<br><br>保護を解除するまで<br>売却や強化素材にすることができません。,%s<br>has been favorited. It can't be sold<br>or absorbed until it is unfavorited.,
detail_40,武器強化TOPに戻る,Weapons Upgrade,
detail_41,召喚石強化,Summons Upgrade,召唤石强化
detail_42,召喚石強化TOPに戻る,Summons Upgrade,
detail_43,キャラ強化,Character Upgrade,角色强化
detail_44,キャラ強化TOPに戻る,Character Upgrade,
detail_45,武器上限解放,Uncap Weapon Level,武器上限解放
detail_46,武器上限解放TOPに戻る,Uncap Weapon Level,
detail_47,召喚石上限解放,Uncap Summon Level,召唤石上限解放
detail_48,召喚石上限解放TOPに戻る,Uncap Summon Level,
detail_49,キャラ上限解放,Character Level Cap,角色上限解放
detail_5,保護解除,Favorite,
detail_50,キャラ上限解放TOPに戻る,Uncap Character Level,
detail_51,固定召喚石,Support Summon,
detail_52,固定召喚石選択,Select Support Summon,
detail_53,設定する,Select,
detail_54,設定を外す,Remove,
detail_55,召喚石入れ替え,Change,
detail_56,召喚石設定,Support Summon,
detail_57,編成TOPに戻る,Party,
detail_58,武器一覧に戻る,Weapons,
detail_59,武器装備,Auto Select,
detail_6,%s<br>保護を解除しました。<br><br>売却や強化素材に使用することができます。,%s<br>has been unfavorited. It can be sold or absorbed.,
detail_60,キャラ一覧に戻る,Characters,
detail_61,編成する,Select,
detail_62,倉庫,Stash,
detail_63,倉庫に戻る,Stash,
detail_64,%sに戻る,%s,
detail_65,リストに戻す,Return to Inventory,
detail_66,倉庫へ移動しました,Moved to storage.,
detail_67,リストへ移動しました,Moved to Inventory.,
detail_68,武器移動,Move Weapon,
detail_69,召喚石移動,Move Summon,
detail_7,注意,Notes,
detail_70,バレット確認,Bullet Casting,
detail_71,装備外し確認,Unequip,
detail_72,装備外し,Unequip,
detail_73,装備を外しました。,This item was unequipped.,
detail_74,メッセージ選択,View Message,
detail_75,%s<br>保護しました。,%s<br>has been favorited.,
detail_76,%s<br>保護を解除しました。,%s<br>has been unfavorited.,
detail_77,所持ルピ　<span class='txt-held-lupi'>%s</span>ルピ,Held: <span class='txt-held-lupi'>%s</span> rupie,
detail_78,確認,Change Skill,
detail_79,一括外し確認,Unequip all,
detail_8,ボーナスリセット確認,Bonuses,
detail_80,全ての編成から装備を外します。<br>よろしいですか？,This item will be unequipped from all parties.,
detail_81,一括外し,Unequip all,
detail_82,装備を外しました。,This item was unequipped.,
detail_83,スキル変更,Change Skill,
detail_84,スキル変更確認,Change Skill,
detail_85,スキル変更完了,Change Skill,
detail_86,アイテム使用最終確認,Change Skill,
detail_87,選択された武器は保護中のため、<br>ベースとして選択できません。<br><br>保護を外しますか？,This weapon is currently favorited.<br><br>Unfavorite it and try again?,
detail_9,交換する,Trade,
detail_common_1,装備,Equip,装备
detail_common_2,武器,Weapons,武器
detail_common_3,召喚石,Summons,召唤石
detail_common_4,編成,Party,编成
detail_common_5,キャラ,Characters,角色
detail_common_6,該当の%sが存在しません。,There are no items that match %s.,
detail_common_7,%s中のため<br>除外することができません。,The item couldn't be excluded because it may be equipped or favorited.,
detail_common_8,予期しないエラーにより<br>除外することができませんでした。,This item couldn't be excluded<br>because there was an unexpected error.,
detail_common_9,予期しないエラーにより<br>編成対象に含めることが<br>できませんでした。,This item couldn't be included in auto select<br>because there was an unexpected error.,
detail_decompose_1,ルピ," rupie",
detail_decompose_2,%sルピ,%s rupie,
detail_fate_pop,フェイトエピソード,Fate Episodes,
detail_fate_pop_2,フェイトエピソード解放条件,Fate Episodes,
end_1,イベント終了,,
end_8,台詞集,,
end_9,台詞集では、<br>イベントストーリーをクリアしていると<br>イベントTOPで表示されていた<br>キャラクター、台詞、音声を楽しむことができます。,,
enhancement_abstract_11,SSレア,SSR,
enhancement_abstract_12,Sレア,SR,
enhancement_abstract_13,レア,R,
enhancement_abstract_14,素材確認,Upgrade,
enhancement_abstract_15,強化結果,Congratulations!,
enhancement_caution_1,%sの武器が含まれています！,An %s weapon will be absorbed.,
enhancement_material_detail_1,素材詳細,Details,
enhancement_npc_1,キャラ強化,Character Upgrade,角色强化
enhancement_npc_10,おすすめ一括強化設定,Auto Select,
enhancement_npc_11,戦,PWR,
enhancement_npc_12,攻,ATK,
enhancement_npc_13,Lv,Lvl,
enhancement_npc_14,H,HP,
enhancement_npc_15,Class,EM Lvl,
enhancement_npc_2,アビリティ覚醒,Skill Enhanced,
enhancement_npc_3,サポートアビリティ獲得,Support Skill Unlocked,
enhancement_npc_4,アビリティ習得,Skill Unlocked,
enhancement_npc_6,武器、召喚石の各素材と育成アイテムは<br>同時に選択することはできません。,Power-up items can't be absorbed at the<br>same time as summons or weapons.,
enhancement_npc_7,すでに素材が選択されています,Upgrade,
enhancement_npc_8,おすすめ強化,Auto Select,
enhancement_npc_9,おすすめ素材がありません。,There are no matching absorbable materials.,
enhancement_summon_1,召喚石強化,Summons Upgrade,召唤石强化
enhancement_summon_10,Lv,Lvl,
enhancement_summon_11,H,HP,
enhancement_summon_2,倉庫に戻る,Stash,
enhancement_summon_3,武器、召喚石の各素材と育成アイテムは<br>同時に選択することはできません。,Power-up items can't be absorbed at the<br>same time as summons or weapons.,
enhancement_summon_4,すでに素材が選択されています,Upgrade,
enhancement_summon_5,おすすめ強化,Auto Select,
enhancement_summon_6,おすすめ素材がありません。,There are no matching absorbable materials.,
enhancement_summon_7,おすすめ一括強化設定,Auto Select,
enhancement_summon_8,戦,PWR,
enhancement_summon_9,攻,ATK,
enhancement_weapon_1,武器強化,Weapons Upgrade,
enhancement_weapon_10,戦,PWR,
enhancement_weapon_11,攻,ATK,
enhancement_weapon_12,Lv,Lvl,
enhancement_weapon_13,H,HP,
enhancement_weapon_14,アイテム使用,Use Item,
enhancement_weapon_15,武器選択,Weapon Select,武器选择
enhancement_weapon_16,選択された武器は保護中のため、<br>ベースとして選択できません。<br><br>保護を外した状態で再度選択してください。,This weapon is currently favorited.<br>Unfavorite it and try again.,
enhancement_weapon_17,選択された武器は装備中のため、<br>ベースとして選択できません。<br><br>装備を外した状態で選択してください。,This weapon is currently eqipped.<br>Unequip it and try again.,
enhancement_weapon_18,スキル追加確認,Add Skill,
enhancement_weapon_19,一度スキル追加したら戻すことはできませんできません。がよろしいですか,一度スキル追加したら戻すことはできませんできません。がよろしいですか,
enhancement_weapon_2,倉庫に戻る,Stash,
enhancement_weapon_20,スキル追加完了,Add Skill,
enhancement_weapon_21,一括外し,Unequip all,
enhancement_weapon_22,武器リストの所持数が最大に達しているため、武器の製作ができません。所持数に空きを作ることで製作できるようになります。,"You can't hold any more weapons. Make space in your inventory, then forge this weapon.",
enhancement_weapon_23,アイテム使用最終確認,Use Item,
enhancement_weapon_24,※武器Lv、スキルLvは引き継がれます<br>※スキル追加後、元に戻すことはできません,Weapon lvl and skill lvl will carry over.<br>Adding a skill can't be undone.,
enhancement_weapon_25,一括外し確認,Unequip all,
enhancement_weapon_26,全ての編成から装備を外します。<br>よろしいですか？,This item will be unequipped from all parties.,
enhancement_weapon_27,一括外し,Unequip all,
enhancement_weapon_28,装備を外しました。,This item was unequipped.,
enhancement_weapon_29,アイテム使用確認,Use Item,
enhancement_weapon_3,武器スキル習得,Weapon Skill Unlocked,
enhancement_weapon_30,スキル変更確認,Change Skill,
enhancement_weapon_31,スキル変更完了,Change Skill,
enhancement_weapon_4,武器スキル覚醒,Weapon Skill Enhanced,
enhancement_weapon_5,武器、召喚石の各素材と育成アイテムは<br>同時に選択することはできません。,Power-up items can't be absorbed at the<br>same time as summons or weapons.,
enhancement_weapon_6,すでに素材が選択されています,Upgrade,
enhancement_weapon_7,おすすめ強化,Auto Select,
enhancement_weapon_8,おすすめ素材がありません。,There are no matching absorbable materials.,
enhancement_weapon_9,おすすめ一括強化設定,Auto Select,
enhancement_weapon_open_fate_1,クエスト解放,Quest Unlocked!,
evolution_npc_1,武器上限解放,Uncap Weapon Level,武器上限解放
evolution_npc_10,攻,ATK,
evolution_npc_11,Lv,Lvl,
evolution_npc_12,H,HP,
evolution_npc_13,Class,EM Lvl,
evolution_npc_2,素材キャラを選択してください,Select a character to absorb.,
evolution_npc_3,キャラ上限解放,Uncap Character Level,角色上限解放
evolution_npc_4,キャラ上限解放TOPに戻る,Uncap Character Level,
evolution_npc_5,上限解放結果,Congratulations!,
evolution_npc_6,アイテム詳細,Item Details,
evolution_npc_7,育成アイテム選択,Select Power-Ups,
evolution_npc_8,アイテム使用確認,Use Item,
evolution_npc_9,戦,PWR,
evolution_summon_1,召喚石上限解放,Uncap Summon Level,召唤石上限解放
evolution_summon_10,アイテム詳細,Item Details,
evolution_summon_11,この組み合わせで上限解放しますか？<br>,Use this summon to raise the level cap?<br>,
evolution_summon_12,戦,PWR,
evolution_summon_13,攻,ATK,
evolution_summon_14,Lv,Lvl,
evolution_summon_15,H,HP,
evolution_summon_2,素材召喚石を選択してください,Select a summon to absorb.,
evolution_summon_3,素材にできる召喚石がありません,You don't have any summons to absorb.,
evolution_summon_4,倉庫に戻る,Stash,
evolution_summon_7,上限解放段階が高い装備を素材にしています！<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,You're about to absorb a highly uncapped summon.<br>It will only uncap the absorbing summon some.<br><br>Continue?,
evolution_summon_8,素材がすでに上限解放されています。<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,You're about to absorb an uncapped summon.<br>The absorbing summon will only be uncapped some.<br><br>Continue?,
evolution_summon_9,素材確認,,
evolution_weapon_1,武器上限解放,Uncap Weapon Level,武器上限解放
evolution_weapon_10,戦,PWR,
evolution_weapon_11,攻,ATK,
evolution_weapon_12,Lv,Lvl,
evolution_weapon_13,H,HP,
evolution_weapon_14,六道武器は最終上限解放を行うことで、<br><span class='txt-caution'>特殊武器強化「真化」を<br>行うことができなくなります。</span><br><br>最終上限解放を行いますか？,"Xeno weapons can either be fully uncapped or forged.<br><span class='txt-caution'>If you fully uncap your weapon, you can no longer forge it.</span><br><br>Uncap anyways?",
evolution_weapon_15,CAUTION!,CAUTION!,
evolution_weapon_16,この組み合わせで上限解放しますか？<br>,Use this weapon to raise the level cap?<br>,
evolution_weapon_3,素材武器を選択してください,Select a weapon to absorb.,
evolution_weapon_4,素材にできる武器がありません,You don't have any weapons to absorb.,
evolution_weapon_5,倉庫に戻る,Stash,
evolution_weapon_6,上限解放段階が高い装備を素材にしています！<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,You're about to absorb a highly uncapped weapon.<br>It will only uncap the absorbing weapon some.<br><br>Continue?,
evolution_weapon_7,素材がすでに上限解放されています。<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,You're about to absorb an uncapped weapon.<br>The absorbing weapon will only be uncapped some.<br><br>Continue?,
evolution_weapon_8,素材確認,Upgrade,
evolution_weapon_9,アイテム詳細,Item Details,
friend_1,フレンド検索,Search,
friend_10,取り消す,Cancel,
friend_11,確認,Respond,
friend_12,挨拶,Message Board,留言板
friend_13,挨拶を入力してください。,Type a message.,
friend_14,30文字以内で入力してください。,Messages can be up to 30 characters.,
friend_15,送信完了,Message,
friend_16,挨拶を送りました。,Message was sent.,
friend_17,挨拶,Message Board,留言板
friend_18,挨拶(スタンプ),Stickers,
friend_19,スタンプを送りました。,Sticker was sent.,
friend_2,%sさんに<br>申請しました。,Friend request sent<br>to %s,
friend_20,挨拶,Message Board,留言板
friend_21,申請中,Cancel Request,
friend_22,%s<br><br>このプレイヤーへの申請を取り消しますか？,%s<br><br>You will cancel your friend request to this player.,
friend_23,申請を取り消しました。,The friend request was cancelled.,
friend_24,申請の取り消しに失敗しました。,The friend request couldn't be canceled.,
friend_25,%s さんからの、<br>フレンド申請がきています。,You have a friend request<br>from %s,
friend_26,%s さんからの、<br>フレンド申請を本当に却下しますか？,Decline friend request<br>from %s?,
friend_27,フレンド申請を却下しました。,Friend request declined.,
friend_28,フレンド申請の却下に失敗しました。,Friend request couldn't be declined.,
friend_29,未承認,Pending,
friend_3,フレンド申請,Friend Request,
friend_30,%s さんには<br><br>これ以上フレンド登録できません！,%s<br><br> can't be added. Your friend list is full.,
friend_31,申請は取り消されました。,Request was canceled.,
friend_32,登録完了,Friend Request,
friend_33,%s さんを<br><br>フレンド登録しました！,You added %s<br><br>as a friend.,
friend_34,挨拶,Message Board,留言板
friend_4,招待済み,Invited,
friend_5,すでに招待しています。,An invitation has already been sent.,
friend_6,フレンド数 %s/%s 人,Friends: %s/%s,
friend_7,申請人数 %s人,Requested: %s,
friend_8,フレンド一覧,Friend List,
friend_9,挨拶する,Message,
gachaSetting_1,便利設定,,
gachaSetting_2,自動売却条件設定,,
gacha_1,ガチャ結果,Draw,
gacha_10,チケットが足りません,You don't have enough tickets.,
gacha_11,レジェンドガチャ,Premium Draw,
gacha_12,ガチャを引くことができません。<br>恐れいりますが、再読み込みをしてから<br>もう一度お試しください。,The Premium draw is unavailable.<br>Please reload the screen and then<br>try again.,
gacha_13,通信処理中,Communicating,
gacha_14,通信処理を行っています。<br>アイテムは、処理が完了すると<br>プレゼントリストへ贈られます。<br>少し待ってから、プレゼントリストを<br>確認してください。," your loot will appear on the Crate screen. Please wait",
gacha_15,本当にリセットしますか？,Refill the box?,
gacha_16,ボックスをリセットしました<br><br>%s,You refilled the box.<br><br>%s,
gacha_17,このキャンペーンは終了しました。,This draw has ended.,
gacha_18,ガチャ出現キャラ一覧,All Included Characters,
gacha_19,出現装備一覧,All Included Content,
gacha_2,%s連ガチャセットを購入,Get Another %s-Part Draw,
gacha_20,プロフィールに戻る,Profile,
gacha_21,武器紹介,Weapons,
gacha_22,出現装備一覧に戻る,All Weapons,
gacha_23,注意事項・詳細,Notes,
gacha_24,フェイトエピソード紹介,Fate Episodes,
gacha_25,提供割合,Draw Rates,
gacha_26,更新確認,Reloading,
gacha_27,5時を経過したためガチャTOPページへ遷移します。,Five hours have passed. The Draw screen will now appear.,
gacha_28,このキャンペーンは終了しました。,This draw has ended.,
gacha_29,エピソード解放,Episode Unlocked,
gacha_3,更新確認,Reloading,
gacha_30,攻撃力 %s,ATK %s,
gacha_31,奥義 %s,Charge Attack %s,
gacha_32,召喚 %s,Sommon %s,
gacha_33,キャンペーン当選,Congratulations!,
gacha_34,キャンペーン,Exclusive Offer,
gacha_35,召喚石紹介,Summon Details,
gacha_36,キャラ紹介,Character Details,
gacha_37,キャンペーン,Exclusive Offer,
gacha_38,購入確認,Trade,
gacha_39,交換確認,Trade Treasure,
gacha_4,5時を経過したためガチャTOPページへ遷移します。,Five hours have passed. The Draw screen will now appear.,
gacha_40,1個入手しました。,You got 1.,
gacha_41,交換完了,Trade Treasure,
gacha_42,交換エラー,Trade Treasure,
gacha_43,交換できませんでした。,Technical issues are occurring. Treasure couldn't be traded.,
gacha_44,ガチャ,Draw,
gacha_45,※初回限定ガチャは通常のレジェンド10連ガチャとは提供割合、およびキャンペーン内容が異なります。,• The draw rates and details for the Welcome draw and Premium 10-part draw are different.,
gacha_46,5時を経過したため画面を更新します。,Five hours have passed. This screen will reload.,
gacha_47,初回限定で10連ガチャが<br>無料で引けます！,Welcome to Granblue Fantasy! Here's a free 10-part draw!,
gacha_48,初回限定ガチャ,Welcome Draw,
gacha_49,宝晶石ガチャ,Crystal,
gacha_5,使用確認,Draw,
gacha_50,レジェンドガチャ提供割合（出現率）,Premium Draw Draw Rates,
gacha_51,Sレア以上確定ガチャ提供割合（出現率）,SR Draw Draw Rates,
gacha_52,SSレア確定ガチャ提供割合（出現率）,SSR Draw Draw Rates,
gacha_53,レジェンドガチャ出現一覧,All Included Items,
gacha_54,Sレア以上確定ガチャ出現一覧,All Included Items,
gacha_55,SSレア確定ガチャ出現一覧,All Included Items,
gacha_56,レジェンド10連ガチャ,Premium 10-part draw,
gacha_57,(W)スターレジェンド10連ガチャ,Star Premium 10-part draw,
gacha_58,Sレア以上確定ガチャ,SR-SSR,
gacha_59,SSレア確定ガチャ,SSR,
gacha_6,宝晶石ガチャ,Draw with Crystals,
gacha_60,出現装備一覧に戻る,All Summons,
gacha_61,レジェンド10連ガチャ,Premium 10-Part Draw,
gacha_62,(W)スターレジェンド10連ガチャ,Star Premium 10-Part Draw,
gacha_7,宝晶石が足りません<br>所持宝晶石：%s,You don't have enough crystals.<br>Crystals held: %s,
gacha_8,チケットを利用します。<br>よろしいですか？,Use a ticket?,
gacha_9,チケットガチャ,Ticket Draw,
gacha_apper_1,初心者限定ガチャ提供割合（出現率）,Beginner's Draw Draw Rates,
gacha_apper_2,初心者限定ガチャ出現一覧,All Included Items,
gacha_ceiling_1,装備品獲得,Trade Sparks,
gacha_ceiling_2,装備品獲得の確認,Choose Item,
gacha_ceiling_3,装備品がプレゼントに送られました。,This was sent to the Crate screen.,
gacha_ceiling_4,'獲得エラー,Error,
gacha_ceiling_5,'獲得できませんでした。,You can't get any items,
gacha_index_1,ヘルプ,Help,
gacha_index_2,ご利用の前に,Cerulean Sparks,
gacha_index_3,レジェンドガチャが更新されました,Updated Premium Draw,
gacha_index_4,蒼光の御印,Cerulean Sparks,
gacha_index_5,蒼光の輝石,Cerulean Stones,
gacha_index_6,蒼光の御印,cerulean spark,
gacha_index_7,蒼光の輝石,cerulean stone,
gacha_index_8,蒼光の御印,cerulean sparks,
gacha_index_9,蒼光の輝石,cerulean stones,
gacha_normal_1,ガチャ結果,Draw,
gacha_normal_2,使用確認,Draw,
gacha_normal_3,チケットを利用します。<br>よろしいですか？,Use a ticket?,
gacha_normal_4,チケットガチャ,Ticket Draw,
gacha_normal_5,ガチャを引くことができません。<br>恐れいりますが、再読み込みをしてから<br>もう一度お試しください。,'The Ticket draw is unavailable.<br>Please reload the screen and then<br>try again.,
gacha_normal_6,通信処理中,Communicating,
gacha_normal_7,通信処理を行っています。<br>アイテムは、処理が完了すると<br>プレゼントリストへ贈られます。<br>少し待ってから、プレゼントリストを<br>確認してください。," your loot will appear on the Crate screen. Please wait",
gacha_result_1,,Help,
get_score_1,ポイント獲得,Points Gained,
get_score_2,獲得ポイント,Points Gained,
get_suppression_1,制圧力獲得,Might marks earned,
get_suppression_2,獲得制圧力,Might Marks,
guild_main_1,騎空団団員リスト（解雇）,Remove Crew Member,
guild_main_10,所持ルピより多く入力されています。,You can't donate more rupies than you have.,
guild_main_100,団長任命,Captain Assignment,
guild_main_101,騎空団チャット,Crew Chat,
guild_main_102,チャット(スタンプ),Chat Stickers,
guild_main_103,送信完了,Message,
guild_main_105,%s文字以内で入力してください。,Messages can be up to %s characters.,
guild_main_106,チャットを送りました。,Message was sent.,
guild_main_107,禁止ワードが含まれています。,This message is invalid.,
guild_main_108,チャット,Chat,
guild_main_109,削除確認,Message Board,
guild_main_11,寄付ルピを入力してください。,Enter an amount of rupies to donate.,
guild_main_110,削除完了,Message Board,
guild_main_111,削除しました。,Message was deleted.,
guild_main_112,削除失敗,Message Board,
guild_main_113,削除できませんでした。,Message can't be deleted.,
guild_main_114,スタンプを送りました。,Sticker was sent.,
guild_main_115,騎空団イベント戦績,Crew Event Results,
guild_main_116,騎空団サポート,Crew Skills,
guild_main_117,騎空団サポートが発動しました。,Crew skills activated.,
guild_main_118,発動中の騎空団サポート,Active Crew Skills,
guild_main_119,%sへ入団申請中,Applied to %s,
guild_main_12,騎空団ランキング,Crew Ranking,
guild_main_120,[ %s]<br>への申請を取り下げますか？,Cancel your application to<br>[ %s ]?,
guild_main_122,[ %s]に入団申請をしました。,Application was sent to[ %s ].,
guild_main_123,騎空団管理,Crew Settings,
guild_main_124,%sを退団しました,%s left the crew.,
guild_main_125,騎空団名変更,Edit Crew Name,
guild_main_126,何も入力されていません。,You haven't typed anything.,
guild_main_128,騎空団名称変更完了,Edit Crew Name,
guild_main_129,騎空団の名称を変更しました。,The crew's name was changed.,
guild_main_13,騎空団NEWS,Crew News,
guild_main_130,紹介文の編集,Edit Greeting,
guild_main_131,騎空団紹介文変更完了,Edit Greeting,
guild_main_132,騎空団紹介文を変更しました。,The greeting was changed.,
guild_main_133,騎空団の解散,Disband Crew,
guild_main_134,%sを解散しました。,%s was disbanded.,
guild_main_135,アサルトタイム,Strike Time,
guild_main_136,アサルトタイム設定完了,Strike Time Settings Complete,
guild_main_137,役職の権限,Permissions,
guild_main_138,チャット通知設定,Chat Notifications,
guild_main_139,チャット通知設定完了,Chat notification settings were saved.,
guild_main_14,ジュークボックス,Jukebox,
guild_main_140,設定しました。,Your changes have been saved.,
guild_main_141,アサルトタイムについて,About Strike Time,
guild_main_142,入団条件設定,Scout Settings,
guild_main_143,団長が二週間ログインしなかった為、<br />あなたが団長になりました。<br />団長を他の人に移譲する場合は<br />騎空団管理より行ってください。,"The captain has not logged in for 2 weeks,<br>so you have been assigned captain<br>To assign a different captain, go to<br>Crew Settings.",
guild_main_144,チャット機能の有効化,Enable Chat,
guild_main_145,利用制限,Message Board,
guild_main_146,先の利用から5秒経過すると<br>再度利用可能です。,Messages and stickers can<br>be sent again in 5 seconds.,
guild_main_147,チャット(スタンプ),Chat Stickers,
guild_main_148,エラーにより送信できませんでした。,An error occurred. Message couldn't be sent.,
guild_main_149,1文字以上入力してください。,Type at least 1 character.,
guild_main_15,次の曲の演奏ができるのは,"The crew theme can be reset in ",
guild_main_150,%s文字以内で入力してください。,Messages can be up to %s characters.,
guild_main_151,送信完了,Chat,
guild_main_152,Lv,"Lvl ",
guild_main_153,レア以上の武器を<br>素材にしようとしています！,An R–SSR weapon<br>is about to be absorbed.,
guild_main_154,レア以上の武器を<br>素材にしようとしています！,R–SSR weapons<br>are about to be absorbed.,
guild_main_155,戦,PWR,
guild_main_156,攻,ATK,
guild_main_157,Lv,Lvl,
guild_main_158,H,HP,
guild_main_159,",",", ",
guild_main_16,後です。,.,
guild_main_17,0分,0 min,
