text,trans
チャット・スタンプ設定,聊天·表情设置
チャット機能の有効化,启用聊天功能
チャット設定,聊天设置
チャット通知設定,聊天通知设置
チャット通知設定完了,聊天通知设置完毕
チャレンジクエスト,挑战任务
チャンクキャンドル設置上限数が%s個に設定されているため、%sに挑戦することができません。,您当前的肉块上限数量为%s个，无法挑战%s。
チュートリアル中のため<br>撤退できません。,教学关无法撤退。
チュートリアル完了,教学关已完成
チョコ受け取り,接受巧克力
ディール対象アイテム獲得,获得分配奖励
デイリーミッション,每日任务
データの取得ができません。<br>お手数ですがTOPページかマイページから<br>ゲームを再開してください。,获取数据失败。请返回登录界面或主页重新进入游戏。
データ取得エラー,获取数据失败
トップページ,首页
トレジャー,物品素材
トレジャー交換,物品兑换
ドロップ狙い,掉宝
ノヴムの覚醒 ‐進化の道程‐,新星之觉醒 -进化之路-
ノヴムの覚醒に戻る,返回新星之觉醒
ハッピーホワイトデー！,白色情人节快乐！
バトル,战斗
バトルから撤退し<br>チュートリアルを再開します。,撤退并重新进入教学关。
バトルに戻る,继续战斗
バトルのないクエストのため、<br>イベントスキップ設定をONにしている状態で<br>クエストを開始することが出来ません。<br><br>イベントスキップ設定をOFFにすることで<br>クエストを開始することが出来ます。,当前任务无战斗，并且已设置默认跳过剧情，因此无法开始任务。
バトルポイントが足りません。<br>マイページに戻ります。,BP不足，返回主页。
バトルポイントが足りません。<br>ルームに戻ります。,BP不足，返回房间。
バトルメニュー,战斗菜单
バトルメンバーが変わったため、<br>アビリティレールをリセットしました,战斗成员改变，技能槽已清空。
バトルログ,战斗日志
バトル中のキャラクターアイコンで使用する<br>POSEを設定できます。,选择战斗中显示的POSE。
バトル中のキャラクターアニメーションで使用するPOSEを設定できます。,选择战斗中人物动画的POSE。
バトル中のパーティがいます,您还处于战斗中
バトル中キャラクター,战斗
バトル前,战斗前
バトル履歴,战斗履历
バトル履歴はありません。,无战斗履历
バトル設定,战斗设置
バハムートの鉤爪交換,兑换巴哈姆特的勾爪
バレンタインチョコ購入,购买情人节巧克力
パソコンからのご利用について,关于电脑端的使用
パンデモニウム,伏魔殿
パーティを解散します。<br>本当によろしいですか？<br>（メイン召喚石を除く全てが外れます）,是否解散队伍？除主召唤以外的装备将全部卸下。
パーティ編成変更,编队变更
パーティ解散,解散队伍
ヒント,帮助
ヒール,回复
ビンゴ,宾果
ビンゴゲーム中ですが退室しますか？<br>ゲームが終了した場合<br>もう一度ビンゴを選択すると<br>リザルトから始まります。,您在宾果游戏中，是否退出房间？若本局结束后您再次选择宾果，将首先看到本局结果页面。
ビンゴプレイ中,宾果进行中
ビンゴ結果,宾果
フェイト,人物剧情
フェイトエピソード,人物剧情
フェイトエピソードがあります！,有未通关的人物剧情！
フェイトエピソード紹介,人物剧情介绍
フェイトエピソード解放,人物剧情解放
フェイトエピソード解放条件,人物剧情解放条件
フツルスの大成 -終焉の神器-,选召之大成 -终焉之神器-
フツルスの大成に戻る,返回选召之大成
フリーに設定されていた<br>サポーター召喚石の固定を解除しました。,任意属性支援召唤石已解除
フリークエスト,支线任务
フリー固定召喚石,任意属性支援召唤石
フレンド,好友
フレンドでないため加護は発動しません,非好友的支援召唤石，无法发动加护。
フレンドの解除に失敗しました。,删除失败
フレンドを解除しました。,已删除
フレンド一覧,好友列表
フレンド数 %s/%s 人,好友人数 %s/%s 人
フレンド検索,搜索好友
フレンド申請,好友申请
フレンド申請が来ています。,有未处理的好友申请！
フレンド申請の却下に失敗しました。,拒绝好友申请失败
フレンド申請を却下しました。,已拒绝
フレンド申請を行いました。,好友申请已发送。
フレンド解除,删除好友
フレンド限定,仅好友
ブックメーカー,作家
ブレイク発生！<br>モンスターが技を使用できなくなった！<br>さらに味方のダブル・トリプルアタック発動率アップ！,BREAK！<br>敌人无法使用强力攻击！<br>我方DA·TA率UP！
ブーストアイテム入手,获得经验道具
ブーストアイテム獲得,获得经验道具
プレイスタイルを設定しない,无游戏频率限制
プレイヤー名を変更しました,已变更昵称
プレイヤー名変更,变更昵称
プレゼント,礼物
プレゼントの受取期限が過ぎています。,该礼物已过期
プレゼントリスト,礼物
プレゼントリストに送られました。,已发送到礼物列表
プレゼント受取,收取礼物
プレゼント受取不可,无法收取礼物
プレゼント詳細,道具详情
プロフィール,个人资料
プロフィールに戻る,返回个人资料
プロローグ,开幕
ヘルプ,帮助
ベッティングカード,下注卡
ベース召喚石が条件を満たしていない、<br>倉庫に格納されている、もしくは<br>必要素材が不足しているため、<br>%sできません。,因召唤石未满足条件，或被收纳于仓库，或材料不足，%s失败。
ベース武器が打ち直し条件を<br>満たしていない、もしくは必要素材が<br>不足しているため、%sができません。,基础武器未满足条件，或素材不足，%s失败。
ベース武器が打ち直し条件を<br>満たしていない、もしくは必要素材が<br>不足しているため、強化ができません。,基础武器未满足条件，或素材不足，无法制作。
ベース武器が打ち直し条件を<br>満たしていない、もしくは必要素材が<br>不足しているため、製作ができません。,基础武器未满足条件，或素材不足，无法制作。
ページを開けません。アドレスが無効です。,无法打开页面。地址无效。
ホリデーセール,假期特惠
ホワイトデーの贈り物,白色情人节的礼物
ホワイトデーの贈り物購入,购买白色情人节礼物
ホールドするカードを選択,选择保留的手牌
ボックスをリセットしました<br><br>%s,重置卡池成功<br><br>%s
ボーナス　獲得ルピ＋%s,获得额外卢比＋%s
ボーナスリセット完了,重置技能点
ボーナスリセット確認,重置点数
ボーナス確認,确认加成数据
ポイント交換はチュートリアル完了後<br>解放されます。,点数兑换功能将在完成教学关后开启。
ポイント獲得,获得点数
ポイント詳細情報,点数详情
ポーカー,扑克
ポーカーTOPに戻りますか？,是否返回扑克首页？
ポーカーを始めます,开始扑克游戏。
マイページ,主页
マイページで表示するPOSEを設定できます。,选择主页显示的POSE。
マイページに戻る,返回主页
マイページ設定,主页设置
マイペースにプレイ,量力而行
マスターボーナス習得,Master Bonus习得
マラソンクエスト,多连任务
マルチバトル,多人战斗
マルチバトルから撤退しました。,已从多人战斗中撤退。
マルチバトルでも有効,多人战斗中也能使用
マルチバトルで使用している編成は<br>チャレンジクエストでは使用できません。,挑战任务无法使用多人战斗队伍。
マルチバトルの制限時間が切れています。<br>マイページに戻ります。,该多人战斗已超时，返回主页。
マルチバトルの制限時間が切れています。<br>ルームに戻ります。,该多人战斗已超时，返回房间。
マルチバトルログ,战斗日志
マルチバトル一覧,副本列表
マルチバトル承認,多人战斗准备
マルチバトル撤退,从多人战斗中撤退
ミッション報酬,任务奖励
ミッション報酬のリセット,重置任务奖励
ミッション報酬を全て受け取りました。<br>ミッション報酬在庫をリセットします。,您已兑换全部奖励。刷新任务奖励。
ムーン交換,月亮交换
メインクエスト,主线任务
メインシナリオ,主线剧情
メイン召喚でないため加護は発動しません,非主召唤，无法发动加护
メイン召喚石には除外中の<br>召喚石を設定することができません。<br><br>除外設定を解除して装備しました。,自动组队时设为忽略的召唤石无法设为主召唤。请取消忽略后重试。
メイン武器に「%s」を装備,装备主手武器「%s」
メイン武器に『%s』を<br>装備しているため、<br>スキン変更はできません。,您将『%s』设为了主手武器，无法变更皮肤。
メダルがありません。<br><br>1ゲーム最低%s枚必要です。,筹码不足。一局游戏至少需要%s枚筹码。
メダルがなくなりました。,您的筹码不足。
メダルが足りません。<br>メダルは%sTOPで<br>購入することができます。,筹码不足。请前往%s首页购入筹码。
メダルゲット,获得筹码
メダル不足,筹码不足
メダル購入,购买筹码
メダル購入完了,购买筹码成功
メダル購入確認,购买筹码确认
メメントチャンク設置上限数が%s個に設定されているため、%sに挑戦することができません。,您当前的肉块上限数量为%s个，无法挑战%s。
メンテナンス中,维护中
メンバー,成员
モバコイン,MobaCoin
モバコインショップ,MobaCoin Shop
モルフェ,墨菲
ラッキーガチャ,幸运抽卡
リサイクル化使用設定,回收功能的设置
リスト,列表
リストで使用するPOSEを設定できます。,选择列表显示的POSE。
リストに戻す,返回列表
リストに戻る,返回列表
リストへ移動しました,已转移至列表
リセットする,重置
リベンジボーナス,再挑战加成
リベンジボーナス確認,确认再挑战加成
リミットアビリティ習得,习得附加技能
ルピ,卢比
ルピ を受け取りました！,卢比
ルピで強化する,使用卢比强化
ルピの所持限界を超えてしまうため<br>売却できません。,您的卢比满额，无法出售。
ルピを寄付する,捐赠团费
ルリアが倒れたため召喚できません。,露丽亚已倒下，无法召唤
ルリアが召喚不可状態<br>のため召喚できません。,露丽亚当前无法发动召唤。
ルリアノート,露丽亚日记
ルーム,房间
ルームから退室しました。,您已退出房间。
ルームから退室しますか？,是否退出当前房间？
ルームが解散しました。<br>アイテムを使用できません。,房间已解散。无法使用该道具。
ルームを解散しました。,房间已解散。
ルームを解散しますか？,是否解散房间？
ルームオーナーから<br>クエスト権を受け取りました。<br>任意のマルチバトルを<br>設定することができます。,房主已授予您任务设置权。<br>您能够设置任意的多人战斗。
ルームチャット一覧,房间聊天一览
ルームメンバーの準備が整いました。<br>開始ボタンでクエストを開始します。,所有玩家准备完毕。
ルームメンバーの準備を待ちましょう。,请等待房间内其他玩家准备。
ルームメンバー全員が<br>準備OKを宣言しているため、<br>%sできません。,所有玩家准备OK，无法%s。
ルーム作成,创建房间
ルーム情報変更,房间信息更新
ルーム情報確認,房间信息确认
ルーム解散は却下されました。,解散房间失败
ルーム解散承認中,解散房间请求审核中
ルーム解散承認依頼,解散房间请求
ルーム解散承認結果,解散房间请求结果
ルール（%s),规则（%s)
レア,R
レア以上の%sを<br>売却しようとしています！,您将出售R以上%s！
レア以上の武器を<br>素材にしようとしています！,素材中含有稀有武器！
レア度,稀有度
レア度:低,稀有度:低
レア度:低い順,稀有度:从低到高
レア度:高,稀有度:高
レア度:高い順,稀有度:从高到低
レジェンド10連ガチャ,高级10连卡池
レジェンドガチャ,高级卡池
レジェンドガチャが更新されました,高级卡池已更新
レジェンドガチャ出現一覧,高级卡池提供装备一览
レジェンドガチャ提供割合（出現率）,高级卡池提供概率
レビューを書くと、<br>「レジェンドガチャチケット」1枚<br>を獲得できます。<br>レジェンドガチャチケットは<br>プレゼントリストに送られます。,评分后将获得「高级卡池扭蛋券」1张。高级卡池扭蛋券将发送至礼物列表
レビュー書き込み,评分
レビュー書き込みで報酬を獲得できます。,评分可获得奖励。
レベル,LV
レ・フィーエ,宝石姬
ログがありません,无数据。
ワールド,世界
ヴェトル,菲托尔
一人目を選択してください,请选择第一名成员。
一度スキル追加したら戻すことはできませんできません。がよろしいですか,技能添加后无法还原。确认添加技能吗？技能添加后无法还原。
一括外し,一键卸下装备
一括外し確認,卸下装备确认
一部コンテンツについて,关于部分内容
上限解放,上限解放
上限解放:低,上限解放：低
上限解放:高,上限解放：高
上限解放する,上限解放
上限解放後の召喚石詳細を見る,查看上限解放后的召唤石详情
上限解放段階:低い順,上限解放阶段：从低到高
上限解放段階:高い順,上限解放阶段：从高到低
上限解放段階が高い装備を素材にしています！<br>また、これを素材にしても上限解放は一段階のみ行われます。<br><br>本当によろしいですか？,素材中含有高阶召唤石！以此为素材只能解放一个阶段。是否继续？
上限解放結果,上限解放结果
不明なエラーです。<br>マイページに戻ります。,出现未知错误，返回主页。
不明なエラーです。<br>ルームに戻ります。,发生未知错误，返回房间。
不正解,回答错误
並び替えて表示する,改变顺序查找
主人公が倒れたため召喚できません。,主人公已倒下，无法召唤
主人公が召喚不可状態<br>のため召喚できません。,主人公当前无法发动召唤。
予期しないエラーにより<br>編成対象に含めることが<br>できませんでした。,发生未知错误，操作失败。
予期しないエラーにより<br>除外することができませんでした。,发生未知错误，操作失败。
予測ダメージ,预测伤害
二人目を選択してください,请选择第二名成员。
交換する,兑换
交換できませんでした。,兑换失败。
交換エラー,兑换错误
交換完了,兑换成功
交換確認,确认兑换
人のフレンドと、<br>,名好友
人の他プレイヤーのサポートに選ばれました。<br><br>報酬として ,名玩家使用了您的召唤支援，获得
人数上限です,人数已满
今日はなにか良いことが起きる予感がしますね～,感觉今天会有好事发生呢~
今日は絶好の冒険日和ですね～,今天很适合冒险哦~
他のプレイヤーにより<br>すでにクエストが設定されています。,其他玩家已设置任务。
他称号を%s個獲得しました,以及其他%s个称号。
以下の%sをエレメントに変換します。,以下%s将被分解
以下の%sを売却しました。,出售以下%s
以下の%sを売却します。<br>よろしいですか？,是否出售以下%s？
以下のアビリティを<br>EXアビリティにセットします。,是否选择该技能作为EX技能？
以下のキャラがパーティに<br>編成されていないため、このクエストを<br>開始することが出来ません。,以下人物不在队伍中，任务无法开始。
以下のキャラがパーティに<br>編成されているため、このクエストを<br>開始することが出来ません。,以下人物在队伍中，任务无法开始。
以下のクエスト開始条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,未满足以下条件，任务无法开始。
以下のクエスト開始条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。<br><br><div class='ng'><開始条件>,未满足以下开始条件，无法开始任务：<br><br><div class='ng'><開始条件>
以下のプレゼントを<br>まとめて受け取りました,共收取以下礼物
以下の召喚石がパーティに<br>編成されているため、このクエストを<br>開始することが出来ません。,以下召唤石在队伍中，无法参加任务。请整理队伍后重试。
以下の属性キャラがパーティに<br>編成されているため、このクエストを<br>開始することが出来ません。,以下属性的人物在队伍中，任务无法开始。
以下の指定レアリティの条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,队伍未满足以下稀有度条件，任务无法开始。
以下の指定属性以外のキャラが<br>編成されているため、このクエストを<br>開始することが出来ません。,以下属性以外的人物在队伍中，任务无法开始。
以下の指定種族の条件を<br>満たしていないため、このクエストを<br>開始することが出来ません。,队伍未满足以下指定种族条件，任务无法开始。
以下の条件を満たしていないため、<br>このクエストを開始することができません。,以下条件未满足，任务无法开始。
以下の条件を満たしていないため、<br>このクエストを開始する事ができません。,未满足以下条件，任务无法开始。
仲間にする,招募该伙伴
会員登録をするとニックネームを変更できます。,登录梦宝谷会员后可变更昵称。
何も入力されていません。,输入为空
使用できるメンバーがいません。,没有可以使用该道具的成员
使用アイテム,使用道具
使用アビリティの効果が変更されたため、<br>アビリティレールをリセットしました,技能效果改变，技能槽已清空。
使用上限に達しているため<br>アイテムを使用できませんでした。,使用次数已达上限，无法使用该道具。
使用個数確認,使用个数确认
使用可能,可使用
使用可能: %sターン後,%s回合后可使用
使用済み,已使用
使用確認,确认使用
使用間隔: ,使用间隔: 
依代を複数所持しているため、<br>使用する依代を選択してください。,您持有多件依代，请选择本次使用的依代。
便利設定,快捷设置
保管所について,关于保管所
保護解除,取消保护
保護設定,保护设置
信頼度,信赖度
倉庫,仓库
倉庫TOP,仓库首页
倉庫があれば武器や召喚石を<br>倉庫1つあたり200個まで保管できます<br><br>倉庫は%s、宝晶石で<br>購入することができます,每个仓库能够收纳武器或召唤石共200个<br><br>您可以通过%s或者宝晶石购买仓库
倉庫がいっぱいのため<br>移動できません。,仓库已满，转移失败。
倉庫に戻る,返回仓库
倉庫に移す,转移至仓库
倉庫に移動,转移至仓库
倉庫の名前を<br><br>,仓库名已变更为<br><br>
倉庫へ移動しました,已转移至仓库
倉庫を所持していません,无仓库
倉庫名を変更,变更仓库名
個,个
先の利用から5秒経過すると<br>再度利用可能です。,发送消息后须经5秒<br>进行下一次消息发送。
光属性固定召喚石,光属性支援召唤石
入力確認,确认输入
入団を拒否することができませんでした,拒绝失败
入団を本当に拒否しますか？,是否拒绝入团邀请？
入団待ち,入团申请
入団待ちの人はいません。,无申请入团的玩家。
入団条件設定,入团条件设置
入団申請,入团申请
入団申請依頼を拒否しました。,您已拒绝加入。
入手,获取
入手後の召喚石詳細を見る,查看获取后的召唤石详情
全てのアイテムと交換しました。,您已兑换剩余的全部道具
全ての編成から装備を外します。<br>よろしいですか？,确定从所有队伍中卸下该装备吗？
全ての編成から装備を外します。<br>よろしいですか？<br><br><div class='txt-attention'>※メイン召喚石に装備している<br>場合は外れません</div>,确定从所有队伍中卸下该装备吗？？<div class='txt-attention'>※主召唤石不会自动解除装备</div>
全タイプ,所有类型
公開設定,公开设置
六道武器は最終上限解放を行うことで、<br><span class='txt-caution'>特殊武器強化「真化」を<br>行うことができなくなります。</span><br><br>最終上限解放を行いますか？,六道武器最终上限解放后，无法进行「真化」。是否继续最终上限解放？
六道武器一覧,六道武器一览
六道武器一覧に戻る,返回六道武器一览
共闘,共斗
共闘クエストデイリーミッション,共斗每日任务
共闘クエスト戦績,共斗任务战绩
共闘チャット,共斗聊天
再開確認,继续任务
冒険で手に入れたトレジャーと<br>アイテムの交換ができちゃいます～,在这里可以用冒险中获得的物品<br>和道具兑换商品哦~
冒険をすればするほど<br>その軌跡が形になるそうですよ〜,多多冒险才会形成轨迹哦~
出現装備一覧,查看卡池中出现的所有装备
出現装備一覧に戻る,返回出现装备查看页
出発確認,确认出发
刀/楽器/弓/格闘/銃〜,刀/乐器/弓/格斗/铳〜
分 ,分
初回召喚: ,初次召唤: 
初回限定で10連ガチャが<br>無料で引けます！,您可以免费抽取初回限定10连抽卡！
初回限定ガチャ,初回限定卡池
初心者限定ガチャ出現一覧,新手限定卡池提供装备一览
初心者限定ガチャ提供割合（出現率）,新手限定卡池提供概率
利用制限,关于聊天
制圧力獲得,获得制压力
削除しました。,已删除
削除できませんでした。,删除失败
削除失敗,删除失败
削除完了,删除成功
削除確認,删除确认
剣,剑
剣/短剣/槍/斧/杖〜,剑/短剑/枪/斧/杖〜
加護：,加护
効果:味方全員の攻撃力100%UP,效果：全体攻击力100%UP
効果時間: ,效果时间: 
参加,参加
参加する,参加
参戦メンバーの応援,给战斗中的队友加油
取り消す,取消
受け渡し確認,确认送礼
古戦場の魔物のお出ましだぁ！<br>騎空団の仲間と協力して倒そうぜぇ！,古战场魔兽出现！和骑空团成员一起打败它们吧！
古戦場設定,古战场设置
召喚,召唤
召喚 %s,召唤%s
召喚不可,无法召唤
召喚石,召唤石
召喚石 × %s,召唤 × %s
召喚石おまかせ装備確認,召唤石自动装备
召喚石の所持数が最大に達しているため、<br>入手することができません。<br>所持数に空きを作ることで入手できるようになります。,召唤石数量已满，无法获得新召唤石。请整理后重试。
召喚石を一括装備しました。,召唤石自动装备完毕。
召喚石一覧に戻る,返回召唤石一览
召喚石上限解放,召唤石上限解放
召喚石上限解放TOPに戻る,返回召唤石上限解放首页
召喚石入れ替え,更换召唤石
召喚石強化,召唤石强化
召喚石強化TOPに戻る,返回召唤石强化首页
召喚石移動,转移召唤石
召喚石紹介,召唤石介绍
召喚石装備,召唤石装备
召喚石設定,召唤石设置
召喚石詳細,召唤石详情
召喚：,召唤
台詞集,台词集
台詞集では、<br>イベントストーリーをクリアしていると<br>イベントTOPで表示されていた<br>キャラクター、台詞、音声を楽しむことができます。,若您已经通关全部活动剧情，您可以在台词集中回放活动主页显示的人物、台词、配音。
台詞集解放,台词集解放
同じ騎空団に入団申請を出しています。,该玩家已在您的骑空团。
同一のアビリティを参戦者が使用したため<br>効果が重複する可能性があります。<br>このままアビリティを使用しますか？,已有玩家使用该技能，效果有可能重复。是否继续使用技能？
四象の輝き,四象的光辉
回復するメンバーをタッチしてください。,请点击需要回血的成员。
回復アイテム,回复道具
回復アイテムはこちらですよ～<br>所持数拡張もおススメです～,在这里可以购买回复道具哦~也可以扩大背包容量~
回復量が取得できません,无法回复指定量HP
回数制限に達しているため<br>このクエストを開始することが出来ません。,进行次数已达上限，任务无法开始。
回数制限に達しているため<br>このクエストを開始することが出来ません。<br><br>回数制限は毎日AM5:00に<br>リセットされます。,进行次数已达上限，任务无法开始。<br>每日AM5：00（GMT+9）重置。
団員を解雇,解雇团员
団員を解雇しました。,已移除该团员
団員スカウト,邀请入团
団員人数が上限に達しているため、<br>スカウトできませんでした。<br><br>団員を解雇するか、<br>スカウトを取り下げてください。,团员人数已满，邀请失败。请移除团员，或取消本次邀请。
団長が二週間ログインしなかった為、<br />あなたが団長になりました。<br />団長を他の人に移譲する場合は<br />騎空団管理より行ってください。,原团长已两周未登入，<br />您成为了新团长。<br />若想将团长一职移交他人，<br />请在骑空团管理中设置。
団長任命,任命团长
図鑑,图鉴
図鑑 キャラ一覧に戻る,返回图鉴 人物一览
図鑑 召喚石一覧に戻る,返回图鉴 召唤石一览
図鑑 武器一覧に戻る,返回图鉴 武器一览
図鑑に戻る,返回图鉴
固定召喚石,固定召唤石
固定召喚石選択,选择固定召唤石
土属性固定召喚石,土属性支援召唤石
地下洞窟を脱出せよ！,逃出地下洞窟！
報酬受け取り済み,已收取奖励
報酬受取,奖励收取
売却,出售
売却アイテム,售出道具
売却不可,无法出售
売却価格　<span class='txt-sell-price'>%s</span>ルピ,售出价格　<span class='txt-sell-price'>%s</span>卢比
売却完了,出售成功
売却確認,确认出售
売却結果,出售结果
売却詳細,售出详情
変換する,兑换
変換確認,兑换确认
変更できませんでした。<br>マイページに移動します。,设置失败。返回主页。
変更できるようになりました！<br><br>,可以变更！<br><br>
大事なもの,宝物
大成功したら、シェロちゃんに見せいこう～！<br>うぷぷぷ,大成功的时候要让榭洛也看看哦~！
天地開闢の器 ‐バハムートウェポン誕生‐,天地开辟之器 -巴哈姆特武器诞生-
天地開闢の器に戻る,返回天地开辟之器
天星器一覧に戻る,返回天星器一览
天星器交換チケットを使用できます。,您可以使用天星器兑换券。
奥義,奥义
奥義 %s,奥义 %s
奥義のカットインで使用する<br>POSEを設定できます。,选择发动奥义时显示的POSE。
奥義使用不可,无法使用奥义
奥義：,奥义：
女性キャラからメッセージを受け取るには、<br>性別を男性にする必要があります。,只有性别设置为男性时<br>才能与女性角色进行对话
宝晶原石を %s 個使用します。<br><span class='txt-notice'>宝晶原石を使用すると<br>相手プレイヤーに宝晶石が生まれます。</span><br>よろしいですか？,是否使用 %s 个宝晶原石？<br><span class='txt-notice'>使用宝晶原石后<br>对方玩家将获得宝晶石。</span><br>是否继续？
宝晶原石を使う,使用宝晶原石
宝晶石が足りません<br>所持宝晶石：%s,您的宝晶石不足<br>所持宝晶石：%s
宝晶石ガチャ,宝晶石卡池
宝晶石ショップ,宝晶石商店
宝晶石獲得,获得宝晶石
実行完了,完成
実行確認,确认使用
寄付ルピを入力してください。,请输入您捐赠的金额。
対象クエスト,当前任务
属性:火/水〜,属性:火/水〜
属性:闇/光〜,属性:暗/光〜
属性順:Ａ,属性顺序：A
属性順:Ｂ,属性顺序：B
引換券,兑换券
強制退室,强制退出
強制退室は却下されました。,强制退出请求被拒绝。
強制退室を実行しました。,强制退出执行成功。
強制退室不成立,强制退出请求失败
強制退室完了,强制退出成功
強制退室成立,强制退出请求通过
強制退室承認中,强制退出请求正在审核
強制退室承認依頼,同意强制退出
強制退室確認,强制退出确认
強化,强化
強化する,强化
強化完了,强化完成
強化後の武器詳細を見る,查看强化后的武器详情
強化発動,发动强化效果
強化確認,确认强化
強化結果,强化结果
強化詳細,强化详情
役職の権限,职位权限
役職変更できません。,无法变更职位。
役職設定,职位设置
後です。,后。
復活させるメンバーがいないため、<br>アビリティを使用できませんでした,无可复活的成员，无法发动技能。
必要なRankに達していないため<br>参戦出来ません。,等级不足<br>无法加入战斗。
必要なアイテムが不足しているため<br>このクエストを開始することが出来ません。,所需道具不足，任务无法开始。
必要数分の素材が選択されていません。,素材未选择完全。
必要素材が不足しているため、<br>強化ができません。,素材不足，强化失败。
必要素材が不足しているため、<br>製作ができません。,素材不足，制作失败。
応援,应援
応援する,应援
快適な空の旅への支度は、よろず屋にお任せください～,舒适的旅行，就交给万事屋吧~
性別について,关于性别
性別確認,性别确认
性別設定,性别设置
戦,战
戦力,战力
戦力:低,战力:低
戦力:低い順,战力：从低到高
戦力:高,战力:高
戦力:高い順,战力:从高到低
戦貨,战货
所持ルピ ,所持卢比 
所持ルピ　<span class='txt-held-lupi'>%s</span>ルピ,所持卢比　<span class='txt-held-lupi'>%s</span>卢比
所持ルピ　<span class='txt-lupi-after'>%s</span>ルピ,所持卢比　<span class='txt-lupi-after'>%s</span>卢比
所持ルピ　<span class='txt-lupi-before'>%s1</span> → <span class='txt-lupi-after'>%s2</span>ルピ,所持卢比　<span class='txt-lupi-before'>%s1</span> → <span class='txt-lupi-after'>%s2</span>卢比
所持ルピ　<span class='txt-yellow'>%s</span>ルピ,所持卢比　<span class='txt-yellow'>%s</span>卢比
所持ルピより多く入力されています。,您输入的数值超过您所持卢比总数。
所持上限に達しているので、これ以上所持できません。,所持已达上限，无法收取。
所持数がいっぱいです,您的所持已达上限
所持数がいっぱいのため<br>移動できません。,所持数已满，转移失败。
所持数が不足しているため<br>売却できません。,所持不足，无法出售。
所持数が限界のため、<br>受け取ることが出来ません。,所持已达上限，无法收取。
所持数より多く入力されています。,您输入的数值大于所持数
所持数オーバー,超过所持上限
手に入れた蒼光の輝石と<br>アイテムの交換ができちゃいます〜,在这里可以用苍光辉石兑换道具哦~
承認あり,需确认准备
承認なし,无需确认准备
承認待ち,待通过
投稿によるAP・BPの回復は、1日1回までとなります。<br>回数制限は毎朝AM5:00にリセットされます。,推特分享回复AP·BP一日仅限一次。<br>每日AM5：00（GMT+9）重置。
招待チャットを送信して、報酬GET！！,邀请朋友加入碧蓝幻想，可获奖励！
招待済み,已邀请
挑戦するクエストを設定してください。,请选择要挑战的任务。
挑戦条件を満たしていないため、<br>クエストを開始できません。<br><br>必要Rank: %s以上,未满足挑战条件，任务无法开始。
挨拶,留言板
挨拶(スタンプ),留言（表情）
挨拶が%s件あります。,有%s人在你的主页留言。
挨拶する,留言
挨拶を入力してください。,请输入留言
挨拶を送りました。,留言已发表
探索を終了した場合、チェックポイント以降の<br>進行状況は保存されません。<br><br><div class='txt-lose-attention'>本当に探索を終了しますか？</div>,若结束探索，上一存档点以后的进度将消失。确定结束探索吗？
探索を終了しました。,探索已结束
探索完了,完成探索
探索終了,结束探索
推しキャラ,推荐人物
推しキャラの設定を解除しました。,已解除推荐人物
推しキャラ入れ替え,更换推荐人物
推しキャラ設定,设置推荐人物
推しキャラ設定の解除・入れ替えが<br>現在制限されています。<br>%sまで<br>解除・入れ替えをすることができません。,您在%s前无法解除·更换推荐人物。
推しキャラ選択,选择推荐人物
提供割合,出现概率
撤退,撤退
撤退する,撤退
撤退確認,确认撤退
改造パーツで強化する,使用改造部件强化
攻,攻
攻撃力,攻击力
攻撃力 %s,攻击力 %s
攻撃力:低,攻击力：低
攻撃力:低い順,攻击力：从低到高
攻撃力:高,攻击力：高
攻撃力:高い順,攻击力:从高到低
救援できるマルチバトルは最大3つまでです。,您最多能同时参加3场多人战斗。
救援依頼,救援请求
救援依頼を送りました。,救援请求已发送
救援依頼表示設定,筛选救援请求
救援設定,救援设置
整頓,整顿
敵が<span class'red'>OVERDRIVE</span>した！,敌人<span class'red'>OVERDRIVE</span>！
敵が<span class'yellow'>BREAK</span>した！,敌人<span class'yellow'>BREAK</span>！
敵が倒されたため、<br>このバトルは終了しました。,敌人已经倒下，战斗结束。
敵の弱点属性について,敌方弱点属性
新しい名前が変更前の名前と同じです。,新昵称与就昵称相同。
新アイテム入手,获得新道具
新キャラ獲得条件,新人物获得条件
新着情報,最新资讯
新規POSE追加,解锁新姿态
旅立ち,启程
既にスカウト済みです。,您已向该玩家发出过邀请。
既にバトルは終了しました。<br>未確認バトルをご確認ください。,战斗已结束。<br>请确认尚未确认结果的战斗。
既に入団待ち状態です。,您已向该玩家发出过邀请。
既に全回復しているため<br>アイテムを使用できません。,所有玩家HP已满，无法使用该道具。
既に全回復しているためアイテムを使用できません,所有玩家HP已满，无法使用该道具。
既に同じ騎空団に所属しています。,该玩家已在您的骑空团。
日 ,天
昔に入手,过去获得
昔に入手した順,过去获得
映像設定,显示设置
時間 ,小时
時間切れのため、<br>このバトルは終了しました。,任务超时，战斗结束。
時間経過により%sが回復したため<br>アイテムは消費されませんでした。,%s已回复。道具未消耗。
時限クエスト出現,限时任务出现
景品交換,奖品兑换
更新確認,确认更新
最大AP不足,最大AP不足
最大HP:低い順,最大HP：从低到高
最大HP:高い順,最大HP：从高到低
最大攻撃力,最大攻击力
